Stasjon;Komponent;Fra-tid;Til-tid;Verdi;Enhet;datadekning;Instrumentflagg;QA-flagg;QC-flagg;
Bangeløkka;Benzene;01.01.2016 00:00;01.01.2017 00:00;1,2;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bangeløkka;Benzene;01.01.2017 00:00;01.01.2018 00:00;1,3;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bangeløkka;Benzene;01.01.2018 00:00;01.01.2019 00:00;1,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2010 00:00;01.01.2011 00:00;0,67;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2011 00:00;01.01.2012 00:00;0,39;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2012 00:00;01.01.2013 00:00;0,39;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2013 00:00;01.01.2014 00:00;0,52;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2014 00:00;01.01.2015 00:00;0,27;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2015 00:00;01.01.2016 00:00;0,37;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Nedre Storgate;Benzoapyrene;01.01.2016 00:00;01.01.2017 00:00;0,44;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2008 00:00;01.01.2009 00:00;2,3;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2009 00:00;01.01.2010 00:00;2,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2010 00:00;01.01.2011 00:00;2,4;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2011 00:00;01.01.2012 00:00;2,5;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2012 00:00;01.01.2013 00:00;1,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2013 00:00;01.01.2014 00:00;1,7;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2014 00:00;01.01.2015 00:00;1,2;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2015 00:00;01.01.2016 00:00;1,5;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2016 00:00;01.01.2017 00:00;1,16;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2017 00:00;01.01.2018 00:00;1,48;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lensmannsdalen;Benzene;01.01.2018 00:00;01.01.2019 00:00;1,61;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2010 00:00;01.01.2011 00:00;2,5;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2011 00:00;01.01.2012 00:00;2,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2012 00:00;01.01.2013 00:00;1,2;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2013 00:00;01.01.2014 00:00;1,5;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2014 00:00;01.01.2015 00:00;1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2015 00:00;01.01.2016 00:00;1,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2016 00:00;01.01.2017 00:00;1,2;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2017 00:00;01.01.2018 00:00;1,4;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Gartnerløkka;Benzene;01.01.2018 00:00;01.01.2019 00:00;1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2008 00:00;01.01.2009 00:00;1,8;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2009 00:00;01.01.2010 00:00;1,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2010 00:00;01.01.2011 00:00;1,2;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2011 00:00;01.01.2012 00:00;1,8;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2012 00:00;01.01.2013 00:00;1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2013 00:00;01.01.2014 00:00;1,3;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2014 00:00;01.01.2015 00:00;0,9;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2015 00:00;01.01.2016 00:00;1,1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2016 00:00;01.01.2017 00:00;1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2017 00:00;01.01.2018 00:00;1,1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Stener Heyerdahl;Benzene;01.01.2018 00:00;01.01.2019 00:00;1;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2008 00:00;01.01.2009 00:00;2,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2009 00:00;01.01.2010 00:00;3,2;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2010 00:00;01.01.2011 00:00;2,6;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2011 00:00;01.01.2012 00:00;2,8;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2012 00:00;01.01.2013 00:00;1,7;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2013 00:00;01.01.2014 00:00;1,7;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2014 00:00;01.01.2015 00:00;2,4;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2015 00:00;01.01.2016 00:00;1,8;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2016 00:00;01.01.2017 00:00;1,3;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2017 00:00;01.01.2018 00:00;1,4;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Bankplassen;Benzene;01.01.2018 00:00;01.01.2019 00:00;1,3;µg/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2012 00:00;01.01.2013 00:00;0,6;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2013 00:00;01.01.2014 00:00;0,72;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2014 00:00;01.01.2015 00:00;0,66;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2015 00:00;01.01.2016 00:00;0,49;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2016 00:00;01.01.2017 00:00;0,6;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2017 00:00;01.01.2018 00:00;0,69;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
Lillehammer barnehage;Benzoapyrene;01.01.2018 00:00;01.01.2019 00:00;0,51;ng/m³;0;0;0 (Gyldig);4 (Kvalitetsikret data);
